"CustomerId","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","Exited"
15724223,5,0,1,0,0,1
15644621,9,106756.01,2,1,0,0
15756056,3,0,2,1,0,0
15700353,6,0,2,1,0,0
15624388,5,155393.32,1,1,1,1
15627212,2,110414.48,1,1,1,0
15648005,2,0,2,1,1,0
15681446,9,157098.52,1,1,1,0
15775888,5,85626.6,1,1,1,0
15749019,6,93796.42,2,1,1,0
15709928,1,0,2,1,0,0
15784676,6,125268.03,2,1,0,0
15748116,2,148143.84,1,1,1,0
15612193,10,115545.33,2,1,0,0
15762984,7,0,2,0,0,0
15613713,5,44928.88,1,1,1,0
15664204,2,0,2,1,1,0
15639415,3,162442.35,1,1,0,0
15806332,5,0,2,1,1,0
15614929,0,96213.82,2,1,0,0
15695492,6,156569.43,1,1,0,0
15635972,8,0,2,1,0,0
15616380,1,0,2,0,0,0
15581440,6,110463.25,2,1,1,1
15654390,7,154575.76,1,1,0,1
15660688,9,0,2,0,0,0
15806307,3,0,2,1,1,0
15647975,5,147037.32,1,0,0,0
15595728,0,119276.31,1,0,0,1
15735388,7,108664.85,2,1,0,0
15788535,5,0,1,1,0,0
15765902,5,163034.82,2,1,1,0
15642345,4,93059.34,1,1,0,1
15641250,9,179581.31,1,1,0,0
15706163,4,113625.93,1,0,0,1
15746708,7,119961.48,1,1,0,1
15775203,3,129209.48,1,0,0,0
15787907,5,137227.04,3,1,0,1
15646764,3,119024.75,2,1,0,1
15678284,7,74623.5,3,1,0,1
15726791,2,157929.45,1,1,1,1
15813144,7,92606.86,2,1,0,0
15669342,2,127862.93,2,1,0,0
15710366,1,0,1,1,1,1
15614934,4,142711.81,1,1,0,0
15588701,4,0,2,1,0,0
15665438,1,163159.85,1,0,1,0
15644896,3,108586.86,1,1,1,0
15670205,5,110624.99,1,1,0,0
15635776,5,154846.24,2,1,1,0
15791053,4,122917.71,1,1,1,1
15644005,9,0,2,0,1,0
15796343,2,82787.93,2,0,0,0
15751057,5,102500.34,1,0,0,0
15623430,9,0,2,1,0,0
15682600,9,159492.79,1,1,0,1
15769312,10,0,2,1,1,0
15708212,7,118241.02,1,1,0,1
15650258,2,113090.4,1,1,0,0
15604345,9,65763.57,1,1,1,0
15578297,1,125537.38,1,1,0,1
15671789,3,94263.91,2,1,0,0
15726186,4,133434.57,2,1,0,0
15764618,6,0,1,1,1,0
15730738,9,0,2,1,1,0
15637650,9,94748.76,2,0,1,0
15606267,4,98640.74,1,1,1,0
15625904,9,74681.9,2,0,0,0
15654463,4,0,2,1,0,0
15774151,7,179915.85,1,0,0,1
15693259,1,128207.23,1,1,1,0
15642468,9,132739.26,2,0,0,0
15758531,10,0,2,1,0,0
15728352,4,120509.81,1,0,0,0
15637240,4,124547.13,2,1,0,0
15595588,4,0,2,0,1,0
15778395,4,88815.56,2,1,0,1
15711825,1,82231.51,2,1,0,0
15599251,7,184715.86,2,1,0,0
15570004,3,0,2,1,0,0
15656912,4,0,1,1,1,0
15657342,4,147972.19,1,1,0,1
15716284,9,0,2,1,1,0
15672374,8,170008.84,1,0,0,1
15732476,3,0,2,0,1,0
15747724,10,0,1,1,0,0
15633877,8,95386.82,1,1,1,0
15672516,7,90373.28,2,1,0,0
15607827,4,133467.77,2,1,1,0
15751336,3,0,2,0,1,0
15646539,3,96288.26,1,1,0,0
15756901,4,91547.84,2,0,1,0
15809286,8,138292.64,2,0,0,1
15759021,9,0,1,1,0,0
15725039,8,71667.74,1,1,1,0
15579130,0,118994.84,1,1,0,1
15754112,7,0,2,1,1,0
15735522,2,145610.07,2,0,0,0
15613326,1,138162.81,1,1,0,0
15739502,9,135020.21,2,1,1,0
15670914,2,0,2,1,0,0
15604073,8,135161.67,1,1,1,0
15806027,9,0,1,1,0,1
15574886,6,94486.47,1,1,1,0
15707120,9,117640.39,1,1,0,0
15800845,8,111379.55,1,1,1,0
15603914,6,0,1,1,1,1
15722765,0,136820.99,1,0,1,0
15783305,7,98752.51,1,1,0,0
15574842,2,158266.42,3,1,1,0
15607837,4,105599.67,1,1,1,0
15714877,10,0,2,1,0,0
15782941,2,0,2,1,1,0
15630167,4,139723.9,1,1,1,0
15759038,3,141806.46,1,1,0,0
15661821,5,132571.67,1,1,1,1
15728006,2,180516.9,1,1,0,0
15712176,8,0,2,1,1,0
15689351,4,92805.72,1,0,1,1
15782247,4,0,3,1,1,1
15769064,3,135309.36,1,1,0,1
15718153,6,128917.84,1,1,1,0
15613189,2,56580.93,1,1,0,1
15661734,8,131390.75,2,1,0,0
15592645,4,0,2,0,0,0
15768387,8,0,2,0,0,0
15792525,1,97361.66,1,1,1,1
15586976,6,0,1,1,0,1
15790659,7,0,2,0,1,0
15691446,10,0,2,1,1,0
15772632,1,0,2,1,0,0
15706587,0,0,2,0,1,0
15572461,4,102714.65,2,0,0,0
15654409,5,67816.72,1,1,1,0
15568025,8,81710.46,1,1,1,0
15715769,2,75237.54,1,0,1,0
15667458,10,124023.18,1,1,0,0
15567980,5,100727.5,1,0,1,1
15679294,10,107238.85,2,1,0,0
15606507,5,0,2,1,0,0
15578825,0,139994.66,1,1,0,0
15619935,9,126224.87,1,1,1,0
15636089,1,145751.03,1,0,0,1
15727490,5,0,1,0,1,1
15591766,4,121166.89,1,0,1,0
15641629,1,0,2,0,1,0
15813303,10,0,2,1,1,0
15756920,9,70655.48,1,0,0,1
15726403,1,129901.21,1,1,0,1
15592765,8,125470.81,1,1,1,0
15704442,9,169406.33,4,1,1,1
15641136,2,0,2,0,1,0
15725818,4,107041.3,1,1,1,0
15612071,10,95153.77,1,0,1,0
15719809,3,145166.09,2,0,0,0
15716518,4,0,2,0,0,0
15742210,9,65962.63,1,1,1,0
15630617,6,140418.81,1,1,1,1
15720838,3,139799.63,1,0,1,0
15595537,9,171787.84,2,1,0,0
15623196,6,149238.97,1,1,1,0
15679249,4,163146.46,1,1,0,1
15693199,8,0,2,1,0,1
15661219,10,0,2,1,0,0
15617136,9,61482.47,1,1,1,0
15760294,8,145150.28,1,1,0,1
15652808,5,126670.37,1,1,0,0
15657139,8,84390.8,2,0,1,0
15803790,2,89728.86,2,1,1,0
15764105,1,0,2,1,0,0
15672610,4,118628.8,1,0,0,0
15766896,3,0,2,1,0,0
15587735,6,96863.13,1,1,1,0
15659501,6,142263.45,1,0,1,0
15745001,7,0,2,1,0,0
15651140,3,0,1,1,0,0
15571148,1,0,2,0,0,0
15776824,6,122724.37,1,1,1,0
15633141,4,174902.26,1,1,0,0
15764174,4,0,2,1,1,0
15778155,3,108914.17,1,1,1,1
15715920,10,98052.66,1,1,1,0
15671917,5,123873.19,1,1,1,0
15666548,2,111920.13,3,1,0,1
15625623,4,0,2,0,1,0
15748123,3,0,2,1,1,0
15648735,8,0,2,1,1,0
15634974,8,75150.34,4,0,1,1
15713378,10,0,2,0,0,0
15753370,5,114753.76,1,1,0,0
15782659,0,0,1,1,0,0
15583364,6,111871.93,1,0,0,0
15625942,0,0,2,0,0,0
15720284,4,135927.06,1,0,0,0
15679642,8,0,2,1,1,0
15628007,1,0,2,0,0,0
15661974,2,57037.74,1,1,1,0
15689341,10,0,4,1,0,1
15607993,2,79468.96,1,1,1,0
15693267,7,121063.85,1,1,0,0
15769522,1,118537.47,1,1,1,0
15755825,10,0,2,1,0,0
15598175,4,105082.07,2,1,0,0
15744327,4,0,1,1,0,1
15798666,6,0,2,1,1,0
15577064,2,104702.65,2,1,0,0
15759436,2,95813.76,3,1,1,1
15690231,0,167026.61,2,1,1,0
15751561,7,102453.26,1,1,0,1
15739068,4,148045.45,2,1,1,0
15758056,1,0,2,0,0,0
15742269,1,0,2,1,0,0
15726490,4,0,1,1,1,1
15738411,10,104498.79,1,0,1,0
15727919,6,0,2,0,0,0
15709396,6,0,2,1,1,0
15654106,8,149542.52,2,0,1,0
15621653,10,87946.39,1,1,1,0
15598086,3,68639.57,1,1,0,1
15752300,4,148826.32,1,1,1,0
15658693,2,0,2,0,1,0
15631838,5,108166.09,2,0,1,0
15803804,5,103214.71,1,1,0,0
15578809,1,134760.21,2,0,0,1
15752026,3,0,1,0,1,1
15723706,0,90124.64,1,1,0,0
15752838,6,0,2,1,1,0
15569571,6,87361.02,2,1,0,1
15769703,8,111257.59,1,0,0,1
15679770,3,131583.59,4,0,1,1
15791102,9,95020.8,3,1,1,1
15655192,1,0,2,0,1,0
15709487,5,80242.37,2,0,0,0
15687130,0,0,1,1,1,0
15755178,1,0,3,1,1,1
15634772,0,122661.39,1,0,1,0
15617197,4,0,2,1,1,1
15631240,8,0,2,1,1,1
15784301,0,0,2,1,0,0
15631310,3,0,1,1,1,0
15756560,7,81742.84,2,1,0,0
15732270,8,0,1,1,1,1
15739357,2,145127.85,1,0,0,0
15771540,9,148912.44,1,1,0,0
15567486,4,0,2,1,1,0
15714634,4,89900.24,2,1,0,0
15727021,8,119027.28,2,1,1,0
15650670,2,105222.86,2,1,0,0
15711834,6,0,1,0,0,1
15729763,1,116114.93,1,1,1,0
15646566,9,187911.55,1,0,1,0
15645463,5,0,2,1,1,0
15672144,6,144432.04,1,1,1,1
15596088,4,77065.9,2,0,1,0
15614878,6,180520.29,1,1,1,0
15635240,1,0,2,0,0,0
15775905,6,130024.87,1,1,1,1
15700657,2,110086.69,1,1,0,0
15611905,5,174853.46,1,1,0,0
15652527,7,108724.98,1,0,1,0
15785865,9,91285.13,2,1,1,0
15645942,2,0,2,1,1,0
15688691,9,110610.41,2,0,1,1
15592736,5,102994.04,1,1,0,1
15673529,4,59893.85,2,1,0,0
15724145,8,149318.55,1,1,0,0
15704629,1,116409.55,1,0,1,0
15597896,0,127760.07,1,1,0,1
15731790,6,132591.36,1,1,1,1
15634719,0,0,2,1,0,0
15703205,5,113402.14,2,1,1,0
15567333,7,0,2,1,0,0
15754537,0,0,1,0,0,0
15612030,9,0,2,1,1,0
15573242,6,136953.47,1,1,1,0
15601892,8,0,2,0,1,0
15663885,5,0,1,1,1,0
15701096,8,123863.64,1,1,0,0
15710450,7,120811.89,1,1,1,0
15790846,2,148430.55,1,1,1,0
15658956,6,47869.69,2,1,1,0
15755223,7,150926.99,2,0,0,0
15787318,6,103163.35,1,1,0,1
15737310,10,130206.28,1,1,0,0
15763665,4,136674.51,2,0,0,0
15668818,2,200322.45,1,1,1,0
15765812,1,0,2,1,1,0
15704844,7,80927.56,1,0,1,0
15744582,10,0,3,1,0,1
15616700,9,0,2,1,1,0
15683521,0,142574.71,2,1,0,0
15583049,7,160426.07,1,0,1,0
15643752,5,116160.23,1,1,0,0
15620398,5,98683.47,2,1,0,0
15715707,3,118829.03,2,1,1,0
15814209,1,118870.92,1,1,0,0
15733768,1,0,1,1,1,0
15755242,2,0,1,1,1,0
15729412,4,107192.38,1,1,1,0
15746564,3,108010.78,1,1,1,0
15588446,3,0,2,0,0,0
15665221,7,129837.72,2,0,1,0
15640846,3,106458.31,4,1,0,1
15700209,9,97009.15,1,1,1,0
15658360,9,122929.42,2,0,0,0
15602735,6,152296.83,4,0,1,1
15724834,1,0,2,0,0,0
15800062,8,0,1,0,0,1
15685300,6,128993.76,2,1,0,0
15760102,5,0,1,1,0,0
15787026,0,185267.45,2,1,1,0
15653696,9,0,2,0,0,0
15788946,3,116805.82,1,0,0,0
15600724,5,129750.68,1,1,0,0
15574324,2,129177.01,2,0,1,0
15707144,6,82506.72,2,1,0,0
15775891,2,107247.69,1,1,1,1
15711789,3,0,1,0,0,1
15600879,3,157780.93,2,1,0,0
15681196,1,172170.36,1,1,1,0
15716000,2,0,2,1,1,0
15766776,1,0,1,1,1,0
15680278,9,75361.44,1,1,0,1
15688637,4,0,2,1,1,0
15591179,2,0,2,1,1,0
15677435,0,98263.46,2,1,0,0
15698619,9,0,2,1,1,0
15581036,3,109308.79,2,1,0,1
15622117,8,0,2,1,0,0
15599301,6,164365.44,1,0,1,0
15581548,5,98800,1,1,0,0
15586870,4,193125.85,1,1,1,0
15735263,5,51522.75,1,0,1,0
15765322,5,84284.48,2,1,1,0
15582944,5,0,2,1,0,0
15687162,9,119889.84,1,0,0,1
15644962,4,137910.45,1,1,1,0
15612615,6,0,2,1,0,0
15813439,5,100116.82,1,1,0,0
15604544,4,166082.15,2,0,1,0
15761348,0,0,2,1,0,0
15785078,3,0,1,1,0,0
15759874,3,148595.55,1,1,0,1
15643658,2,94078.97,2,1,0,0
15713267,5,0,2,0,1,0
15737782,9,0,1,1,1,0
15815490,2,164948.98,3,0,0,1
15679410,4,140549.4,1,1,0,1
15756241,2,152509.25,1,1,1,0
15688409,2,191864.51,1,1,0,1
15742272,8,96418.09,1,0,0,1
15717898,2,131945.94,1,0,1,0
15769582,3,0,2,1,1,0
15635660,9,142910.15,1,1,0,1
15576723,7,0,2,1,1,0
15591577,3,146311.58,1,1,1,0
15582325,2,87894.26,1,1,0,1
15693947,5,97445.49,2,1,0,0
15760446,9,0,1,0,1,1
15611105,7,0,2,0,1,0
15630920,2,154485.74,2,0,0,0
15574910,2,115625.07,1,1,0,0
15756472,7,108396.67,1,1,0,0
15682890,5,65095.41,2,1,1,0
15641994,1,103018.45,1,1,0,1
15733297,10,84764.79,1,1,1,0
15767793,10,0,2,1,0,0
15725698,4,115680.81,1,1,1,0
15813532,5,0,2,1,0,0
15576760,5,73088.06,2,0,0,0
15732102,3,150905.03,2,1,0,0
15739046,9,143054.85,1,0,1,0
15631927,7,0,2,0,0,0
15672115,6,0,2,1,1,0
15618765,0,99948.45,1,0,1,0
15679148,3,115451.05,2,0,0,0
15728474,4,108235.91,1,1,1,0
15636999,8,0,1,0,1,1
15754261,2,98795.61,2,1,0,0
15629150,1,0,2,1,0,0
15736274,8,0,2,0,0,0
15627697,2,0,2,0,1,0
15721585,3,113146.98,2,0,1,0
15639946,8,162532.14,3,1,0,1
15792176,0,92053.44,1,1,1,0
15699450,7,0,2,1,1,0
15729954,5,0,3,1,0,1
15600103,8,104944.1,1,1,1,0
15786200,4,0,2,1,0,0
15797010,2,0,2,1,0,0
15670172,4,107879.04,1,0,1,0
15627352,7,110356.42,1,1,0,1
15622494,2,0,2,0,0,0
15585835,4,109783.69,2,1,0,0
15595071,9,149777,1,1,1,0
15628203,3,104339.56,1,0,0,0
15667190,1,85818.18,1,1,1,0
15780212,4,212692.97,1,0,0,0
15766869,1,89696.84,2,1,1,0
15775741,9,0,2,1,1,0
15628170,9,68067.24,1,1,0,0
15701318,9,148564.66,1,0,1,0
15710928,8,136354.16,1,1,1,0
15682547,1,122214,1,0,1,0
15631170,3,0,2,1,1,0
15648702,6,119684.88,2,1,1,0
15783444,3,135139.33,1,0,1,0
15809178,9,146100.75,1,1,0,1
15806688,8,123110.9,3,0,1,1
15576824,3,111760.4,3,1,1,1
15675422,9,110728.39,1,1,1,0
15681550,8,121558.46,1,1,1,0
15812628,8,120623.21,1,1,0,0
15597951,4,114713.57,1,1,1,0
15807045,3,103457.76,1,0,0,0
15581748,2,101134.87,2,1,1,0
15770420,10,78136.36,2,1,1,0
15608230,1,0,2,1,0,0
15730339,3,133446.34,1,0,0,0
15712584,7,0,2,1,1,0
15592816,1,108076.33,1,1,0,1
15641480,5,131354.25,1,1,0,0
15708505,7,62974.64,2,0,1,0
15791131,2,143340.44,1,1,0,0
15618225,8,116993.43,2,1,0,0
15644724,4,58662.92,2,0,1,0
15662098,3,128808.65,3,0,0,1
15723894,7,137555.44,1,0,0,0
15787699,4,142393.11,1,1,1,0
15687738,8,0,2,1,0,0
15576126,2,125785.23,1,1,1,0
15658889,4,136444.25,1,1,0,1
15667046,7,121527.4,1,1,0,0
15669957,9,144696.75,1,1,1,0
15655794,8,0,2,1,1,0
15599829,10,0,2,1,1,0
15753332,8,128140.17,1,1,0,1
15671124,6,120383.41,1,1,1,0
15767474,9,0,3,1,1,1
15720671,8,129735.3,2,1,1,0
15626787,8,185078.26,1,0,0,1
15774491,6,0,2,0,0,0
15579647,0,0,1,1,1,0
15625522,7,0,2,0,1,0
15765806,1,144591.96,1,1,1,0
15566708,4,0,2,1,0,1
15668347,6,0,2,0,0,0
15575214,7,0,1,1,0,0
15591123,2,100194.44,1,1,1,0
15573280,6,145295.31,2,1,1,0
15589018,3,106070.29,2,1,1,0
15654495,6,120621.89,1,1,1,0
15597265,7,0,2,0,1,0
15733876,9,0,2,1,1,0
15677217,1,0,1,1,1,0
15747265,10,171283.91,1,1,1,0
15713379,4,0,2,1,1,0
15730433,1,128218.47,1,1,0,1
15693347,5,0,2,1,1,0
15715465,7,77776.39,1,1,0,0
15680736,6,124978.19,2,1,1,0
15610765,1,0,2,0,0,0
15650034,1,0,1,1,1,0
15782468,3,109799.55,2,1,1,1
15685109,7,0,2,0,0,0
15776233,8,125397.21,1,1,0,1
15761141,10,0,2,1,1,0
15781702,9,111347.37,2,0,1,0
15790235,8,104291.41,2,1,1,0
15641416,9,94867.18,2,1,1,1
15775234,8,0,2,0,0,0
15659475,6,135703.59,2,0,0,0
15642202,5,106453.53,2,0,1,0
15771417,7,132412.38,1,0,0,1
15585100,9,124401.6,1,1,0,1
15700487,6,118022.06,3,1,0,1
15726589,1,82531.11,1,1,0,0
15747503,0,184552.12,1,1,0,1
15595883,4,127278.31,1,1,1,0
15663826,3,0,1,1,1,0
15742820,2,0,2,0,1,0
15624793,5,184244.86,1,1,0,0
15597930,8,59669.43,1,0,0,1
15665110,7,79543.59,1,0,1,0
15770719,6,151553.19,1,1,1,0
15731327,2,166527.88,2,0,1,0
15576044,6,150329.15,1,1,0,0
15775662,8,121911.59,1,1,0,0
15646817,9,156773.78,2,1,0,0
15596060,8,127864.26,1,1,1,0
15723299,4,113709.28,1,1,1,1
15636982,7,79974.55,1,1,1,0
15751175,2,0,2,1,1,0
15618936,5,0,1,1,0,1
15787529,0,0,1,1,0,1
15780128,3,144427.96,2,1,0,0
15615991,7,99263.09,1,1,1,0
15757001,2,79368.87,2,1,1,0
15595388,10,0,2,1,1,0
15699550,9,0,2,1,1,0
15581620,2,0,3,1,1,0
15600934,7,125095.94,1,1,0,1
15738672,2,162485.8,2,1,0,0
15721307,1,95668.82,2,1,0,0
15619280,4,0,2,1,0,0
15768244,8,0,2,1,1,0
15806837,4,0,1,1,0,0
15643496,5,74197.38,2,1,0,0
15813916,1,89688.94,1,1,1,0
15626385,10,103121.33,2,1,1,0
15603582,3,0,1,1,0,0
15764351,5,120170.07,1,0,1,0
15667938,9,149136.31,2,1,1,0
15576360,1,141136.79,1,1,1,0
15628813,4,152341.55,1,1,0,0
15584190,7,120026.98,2,0,1,0
15716449,9,132168.28,1,0,0,0
15759913,6,85200.82,2,1,1,0
15701555,1,84903.33,2,0,1,0
15758482,0,0,2,0,0,0
15758171,4,0,1,1,1,0
15680346,8,0,1,1,0,0
15649124,9,121535.18,1,0,0,0
15812917,6,116662.96,2,1,1,0
15768455,8,0,2,1,1,0
15703059,6,124829.16,1,0,1,0
15646196,2,155180.56,2,0,0,0
15585451,1,108262.87,1,1,1,0
15714057,4,0,2,1,0,0
15748473,5,0,2,1,0,0
15785782,2,0,1,1,1,1
15693233,6,99812.88,2,1,1,0
15757521,2,132164.26,1,0,1,0
15812513,10,103583.05,1,1,0,1
15674950,4,142406.43,2,1,0,0
15678572,7,99842.5,2,1,0,1
15713608,5,0,2,1,1,0
15579262,9,0,1,0,0,0
15610426,5,81042.42,1,0,1,0
15776454,5,0,1,1,0,1
15771483,6,0,2,1,1,0
15648489,4,199689.49,1,1,1,1
15646609,1,142645.43,1,0,0,0
15693203,5,0,2,1,1,0
15813067,3,110219.14,1,1,0,1
15769829,3,0,2,0,1,0
15662434,3,0,2,0,0,0
15773503,4,0,2,1,0,0
15705890,7,142072.02,1,1,0,0
15711398,6,0,2,1,0,0
15752375,8,149564.61,1,0,0,0
15659175,9,0,2,1,0,0
15597033,8,153366.13,1,1,1,0
15590228,6,76467.16,1,1,1,0
15631848,9,121508.28,1,1,1,0
15654211,1,0,1,0,1,0
15707968,8,73211.12,2,1,0,1
15594084,9,0,2,1,0,0
15651093,1,0,2,0,1,0
15798824,0,92674.94,2,1,0,0
15671591,3,96196.24,4,1,0,1
15707189,1,114391.62,1,1,1,0
15733581,9,80262.66,1,1,0,0
15641640,7,173331.52,1,1,0,0
15585284,7,147285.52,1,1,1,0
15617866,5,119785.47,2,1,1,0
15667751,1,140137.15,1,1,0,0
15669411,6,107467.56,1,1,0,1
15789425,8,98218.04,2,1,0,1
15570943,2,133607.75,1,1,1,0
15685829,3,0,2,1,1,0
15721917,8,95139.41,1,1,1,0
15776047,3,0,2,0,1,0
15716024,5,0,2,1,0,0
15675328,6,0,2,1,0,0
15604314,1,97331.19,1,1,0,0
15658339,2,139265.63,2,1,1,0
15630402,9,0,1,0,1,0
15689616,5,168094.01,1,0,0,0
15774224,5,131563.88,2,1,0,0
15701291,3,0,2,1,0,0
15719606,9,0,2,0,0,0
15644119,3,0,1,1,1,0
15646859,7,107363.29,1,1,1,0
15606836,2,94493.03,1,0,1,0
15664150,9,170214.23,2,1,0,0
15624510,6,139781.06,1,1,0,1
15810944,7,0,2,1,0,0
15668575,8,148610.41,3,0,1,1
15603246,2,170241.7,2,1,1,0
15804002,1,128306.83,1,1,1,0
15728773,7,0,2,1,1,0
15598044,3,0,1,1,1,0
15694829,7,175454,1,0,1,0
15600575,6,0,2,1,0,0
15727311,0,100885.93,2,1,1,0
15570769,9,93320.8,1,1,1,0
15606274,6,63176.44,2,1,1,0
15746139,2,139451.67,1,0,0,0
15704987,8,49113.75,1,1,0,0
15628972,1,123906.22,3,1,1,1
15697686,6,0,2,1,1,0
15733883,7,0,2,0,0,0
15617482,1,131441.51,1,1,0,1
15704583,2,0,1,1,0,1
15621083,6,136325.48,2,1,1,1
15649487,4,113150.44,2,1,0,1
15736760,9,0,1,0,0,0
15714658,4,0,2,1,1,0
15599081,8,102785.16,1,1,1,0
15705113,6,83264.28,1,0,0,0
15631159,4,72252.64,2,1,1,0
15792818,6,148051.52,1,1,0,0
15633531,9,138489.66,1,1,1,0
15744529,8,0,2,1,1,0
15669656,6,111589.33,1,1,1,0
15581198,0,122104.79,1,1,0,1
15729054,4,96106.83,1,1,1,0
15573452,7,115930.87,1,1,0,0
15776733,7,124513.66,2,1,0,0
15724858,9,0,1,1,0,1
15713144,8,0,1,1,0,0
15690188,7,0,1,1,1,1
15689425,8,100988.39,2,1,0,0
15671766,10,118577.24,1,1,1,0
15782806,6,0,2,1,0,0
15764419,5,0,2,1,1,0
15591915,2,0,1,0,1,1
15772798,5,0,2,1,1,0
15792008,9,0,2,0,1,0
15715541,9,113311.11,1,1,1,0
15639277,9,0,1,0,0,0
15798850,7,0,2,1,0,0
15776348,4,124365.42,1,0,0,1
15727696,1,147249.29,2,1,1,0
15793813,7,103688.19,1,0,1,0
15694395,1,138740.24,2,0,0,0
15764195,4,111900.14,1,1,1,0
15744919,0,152760.24,1,1,1,0
15671655,7,143966.3,2,1,1,1
15654901,10,141556.96,1,1,0,0
15649136,6,0,2,1,1,0
15775562,5,0,2,1,0,0
15807481,1,0,1,1,1,0
15642885,8,0,2,1,0,0
15789109,10,0,1,1,1,1
15814004,2,0,2,0,1,0
15673619,9,162560.32,1,1,0,0
15595135,7,123229.46,1,1,0,0
15583681,7,76665.71,2,1,1,0
15605000,9,140278.99,3,1,1,1
15718071,3,0,2,0,1,0
15679760,1,115764.32,2,0,0,0
15654574,5,131142.53,2,1,0,0
15577178,5,68375.27,1,1,0,1
15595324,5,117833.3,3,0,0,1
15756932,7,0,2,1,1,0
15726358,7,0,2,0,0,0
15595228,7,0,1,0,1,1
15782530,2,111093.01,1,1,0,0
15592877,9,132657.55,1,1,0,0
15651983,9,128882.49,1,1,1,1
15746737,9,69129.59,1,1,1,0
15774179,6,0,2,1,1,0
15667265,4,121404.64,1,1,1,0
15655123,9,131355.3,3,1,0,1
15595917,1,102097.33,1,0,1,0
15668385,1,154863.15,1,1,1,0
15709476,3,99945.93,2,1,0,0
15711218,2,121704.32,2,1,0,0
15798659,3,0,2,1,0,0
15663939,8,138782.76,1,1,1,0
15694946,9,0,2,1,1,0
15631912,8,136291.71,1,1,0,0
15768816,0,107856.57,2,1,0,0
15682268,1,108348.66,1,0,0,1
15684801,1,93871.95,3,1,0,1
15636428,1,0,1,1,0,1
15809823,2,125860.2,1,0,0,0
15699284,8,172713.44,1,1,0,0
15786993,5,0,2,0,1,0
15709441,8,0,1,1,1,0
15710257,3,130786.92,1,0,1,0
15582492,2,112367.34,1,1,0,0
15575694,7,91091.06,2,1,0,0
15756820,7,106198.5,1,0,1,0
15766289,5,142669.93,2,1,0,0
15593014,1,112833.35,1,0,1,0
15584545,5,0,2,0,1,0
15675949,4,0,2,1,1,0
15672091,2,104336.43,2,0,0,0
15801658,6,104305.74,1,0,1,0
15706185,5,140187.1,2,1,1,0
15789863,4,0,2,1,0,0
15720943,1,114959.12,1,1,0,1
15697997,5,164704.38,1,0,1,1
15665416,10,119096.55,1,0,1,0
15660200,1,0,2,1,1,0
15619653,2,0,1,1,0,1
15773447,8,0,1,1,0,0
15739160,9,115465.28,1,1,0,0
15689237,4,0,2,1,0,0
15679297,3,184926.61,1,1,0,0
15591433,8,85957.88,2,1,0,0
15642725,10,114084.6,1,0,1,0
15701962,2,166930.76,2,1,0,0
15811613,8,0,1,1,0,0
15741049,7,0,2,1,1,0
15724423,6,107193.82,2,0,0,0
15574305,3,116275.12,1,1,1,0
15678168,7,0,2,1,1,0
15697020,2,91068.56,1,1,0,0
15610801,5,123049.21,1,0,1,0
15745232,6,0,2,1,1,0
15722758,7,0,2,0,0,0
15792102,3,137781.65,1,0,0,0
15675185,2,108128.96,2,1,1,0
15801247,10,105317.73,2,1,0,0
15725660,1,80569.73,1,0,0,0
15638963,4,174852.89,1,1,1,0
15800061,3,89158.94,3,1,0,1
15578006,10,0,2,1,1,0
15668504,2,89800.14,1,1,1,0
15687491,9,101207.75,1,0,0,1
15610403,1,106086.42,2,1,0,0
15741094,1,0,2,1,1,0
15807909,9,0,2,1,0,0
15666141,8,101440.36,2,1,1,0
15617134,4,0,2,1,0,0
15783029,7,106603.74,2,1,1,0
15622833,10,130420.2,2,0,0,0
15746422,1,0,1,1,0,0
15750839,2,45022.23,1,1,1,0
15749130,1,74298.43,1,1,1,0
15779862,3,133003.03,1,0,1,1
15767871,7,0,2,1,1,0
15679651,1,136689.66,1,1,0,0
15576219,4,0,2,1,1,0
15699247,5,0,2,1,1,1
15619087,1,102520.37,1,1,1,0
15605327,2,0,2,1,1,0
15610140,5,0,2,1,0,0
15791174,1,88382.01,1,0,1,0
15602373,4,115049.15,2,1,0,0
15762605,1,104796.54,1,1,1,0
15598840,1,123082.08,1,1,0,0
15744279,8,0,2,1,1,0
15670619,8,0,2,0,0,0
15599533,7,0,2,1,1,0
15757837,3,88311.48,2,1,1,0
15697574,9,0,3,1,1,0
15578738,7,71872.19,1,1,1,0
15762228,6,110046.93,2,1,0,0
15614827,8,104430.08,1,1,1,0
15789815,5,0,2,1,0,0
15579781,10,138653.51,1,1,0,0
15587013,7,102575.04,1,1,1,0
15570932,7,137780.74,2,1,1,1
15794661,2,0,2,1,0,0
15581654,7,0,2,0,1,0
15644296,8,105209.54,1,1,0,0
15614420,0,109570.21,2,1,1,0
15609653,6,118715.86,1,1,0,1
15594577,10,0,2,1,1,0
15584114,2,153393.18,2,1,1,0
15673367,6,132603.36,1,1,0,0
15685576,6,0,2,1,1,0
15774727,1,129398.01,2,0,0,0
15694288,3,0,2,1,0,0
15603319,2,151352.74,1,0,0,0
15759066,5,136836.49,1,1,0,1
15814816,4,91592.06,1,1,0,1
15724402,8,0,2,1,0,0
15571059,3,0,1,1,0,1
15674206,8,0,2,1,1,0
15715160,2,165536.28,2,1,1,0
15730448,5,62482.95,1,1,1,0
15662067,8,68155.59,1,1,0,0
